NOM;DCI1
METROZAL;METRONIDAZOLE
DIPROSONE;BETAMETHASONE
PARANTAL 300 MG;PARACETAMOL
BACTALL;CIPROFLOXACINE
PENAMOX;AMOXICILLINE
VIAGRA;SILDENAFIL
ISUPREL;ISOPRENALINE
BRONXOL;AMBROXOL
FLUOCARIL BF 250;MONOFLUOROPHOSPHATE DE SODIUM
ANTAGON H2;CIMETIDINE
CRISTAL ENF;GLYCERINE
CLADIA;CLARITHROMYCINE
SPECTRUM G;CIPROFLOXACINE
MELOXAM 15 MG PROMOPHARM;MELOXICAM
ADO 1000MG;METFORMINE
GEOMYCINE;OXYTETRACYCLINE
AMOXIL;AMOXICILLINE
DOBUTAMINE MYLAN;DOBUTAMINE
FURILAN;FUROSEMIDE
NUPENTIN;GABAPENTINE
CLARTEC;LORATADINE
GLUCOSE 5% LAPROPHAN;GLUCOSE
HUMEX EXPECTORANT ENFANTS ET NOURRISONS;CARBOCYSTEINE
COVERSYL;PERINDOPRIL
ARGO;ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE
ARGO;ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE
CLOMITER;CLOTRIMAZOLE
SEROPLEX;ESCITALOPRAM
SEROPLEX;ESCITALOPRAM
PARACETAL;PARACETAMOL
INDOLAN;INDOMETACINE
MELOXICAM GT;MELOXICAM
MELOXICAM GT;MELOXICAM
PANSORAL;SALISYLATE DE CHOLINE / CHLORURE DE CETALKONIUM
CISPLATINE MYLAN;CISPLATINE
RISPERDAL;RISPERIDONE
RISPERDAL;RISPERIDONE
MOBIC;MELOXICAM
AVONEX 30  G;INTERFERON BETA-1A
LIDOCAINE 2% LAPROPHAN;LIDOCAINE
ROCEPHIN;CEFTRIAXONE
INSULINE ACTRAPID HM PENFILL;INSULINE HUMAINE
SORBHEPATIC;SORBITOL / PHOSPHATE DISODIQUE
NIFROZID;NIFUROXAZIDE
BAYCUTENE N;CLOTRIMAZOLE / DEXAMETHASONE
CORTANCYL;PREDNISONE
BETADINE;POVIDONE IODEE
PHARMADIPINE;NIFEDIPINE
BIPERIDYS 20MG;DOMPERIDONE
BIPERIDYS 20MG;DOMPERIDONE
OROKEN;CEFIXIME
TECPRIL;RAMIPRIL
CLIMASTON;ESTRADIOL / DYDROGESTERONE
ROCEPHIN IV;CEFTRIAXONE
CANAFLUCAN;FLUCONAZOLE
CANAFLUCAN;FLUCONAZOLE
THROMBOPAT;TICLOPIDINE
TRIXAZOL FORT;SULFAMETHOXAZOLE / TRIMETHOPRIME
NOVOCLIN;AMOXICILLINE / ACIDE CLAVULANIQUE
PIPORTIL L4;PIPOTIAZINE
PIPORTIL L4;PIPOTIAZINE
LORACTYNE;LORATADINE
LORACTYNE;LORATADINE
MUXOL;AMBROXOL
CHAMPIX;VARENICLINE
CHAMPIX;VARENICLINE
HYPNOMIDATE;ETOMIDATE
AUGMENTIN;AMOXICILLINE / ACIDE CLAVULANIQUE
FLUSKIN NEOMYCINE;FLUOCINONIDE / NEOMYCINE
PEVARYL;ECONAZOLE
ACTI-5;DEANOL / MAGNESIUM
EMLA 5%;LIDOCAINE / PRILOCAINE
HEPT-A-MYL;HEPTAMINOL
NEORAL;CICLOSPORINE
KOGENATE 500 UI;OCTOCOG ALPHA (FVIII RECOMBINANT)
CEFTRIAXONE MYLAN;CEFTRIAXONE
ALDACTAZINE;SPIRONOLACTONE / ALTIZIDE
GENTALLINE;GENTAMICINE
ONSET;ONDANSETRON
ONSET;ONDANSETRON
SODIUM CHLORURE PROMOPHARM;CHLORURE DE SODIUM
VENTOLINE;SALBUTAMOL
ELVORINE;FOLINATE DE CALCIUM
ZAMOX;AMOXICILLINE / ACIDE CLAVULANIQUE
EFDOL;PARACETAMOL
HEMOPUR B1;CONCENTRE POUR HEMODIALYSE
MIRCERA 250  G/0.3 ML;EPOETINE BETA
CLARIL;CLARITHROMYCINE
ERLUS 5 MG;DESLORATADINE
DISPAMOX 125 MG;AMOXICILLINE
LILLYPEN NPH;INSULINE HUMAINE
VALEX 500 MG;VALACICLOVIR
VALEX 500 MG;VALACICLOVIR
SEROHALE 125  G;SALMETEROL / FLUTICASONE
SEROHALE 125  G;SALMETEROL / FLUTICASONE
ZECLAR;CLARITHROMYCINE
ZECLAR;CLARITHROMYCINE
BICALUTAMIDE GT 150 MG;BICALUTAMIDE
BICALUTAMIDE GT 150 MG;BICALUTAMIDE
CELEBREX;CELECOXIB
ICANAL;NICARDIPINE
DIFRAREL E;EXTRAIT ANTHOCYANOSIDIQUE DE MYRTILLE / ACETATE D'ALPHA-TOCOPHEROL
DUSPATALIN;MEBEVERINE
DUSPATALIN;MEBEVERINE
COAPROVEL;IRBESARTAN / HYDROCHLOROTHIAZIDE
LYRICA;PREGABALIN
STALEVO 150/37.5/200 MG;ENTACAPONE / LEVODOPA / CARBIDOPA
STALEVO 150/37.5/200 MG;ENTACAPONE / LEVODOPA / CARBIDOPA
TRAMAL;TRAMADOL
ART 50;DIACERRHEINE
ART 50;DIACERRHEINE
VIVACALCIUM;MULTIPLE
PRAVASTATINE GT;PRAVASTATINE
MABTHERA;RITUXIMAB
AZ;AZITHROMYCINE
DILOVAC;CARVEDILOL
HYDERGINE;DIHYDROERGOTOXINE
ACIVIR;ACICLOVIR
DESFERAL;DEFEROXAMINE
POLYSILANE;DIMETICONE
POLYSILANE SANS SUCRE;DIMETICONE
DEPAKINE;VALPROATE DE SODIUM
STAGID;METFORMINE
MIOREL;THIOCOLCHICOSIDE
POSICYCLINE;OXYTETRACYCLINE
AULIN;NIMESULIDE
FORMOTEROL SMB 12  G;FORMOTEROL
INSULINE INSULATARD HM;INSULINE HUMAINE
ETOPOSIDE EBEWE;ETOPOSIDE
FLIXOTIDE DISKUS;FLUTICASONE
SANMIGRAN;PIZOTIFENE
SYNTOCINON;OXYTOCINE
RIACEN;PIROXICAM
TOPLEXIL;OXOMEMAZINE / GUAIFENESINE
ZITHROMAX;AZITHROMYCINE
MOTILIUM;DOMPERIDONE
ZOCOR;SIMVASTATINE
ARACYTINE;CYTARABINE
ARACYTINE;CYTARABINE
ADO;METFORMINE
CLOFENE;DICLOFENAC
PIROCAM SOTHEMA 20 MG/ML;PIROXICAM
PIROCAM SOTHEMA 20 MG/ML;PIROXICAM
CANAFLUCAN;FLUCONAZOLE
CANAFLUCAN;FLUCONAZOLE
OLMETEC;OLMESARTAN
XYLATIN 100;OXALIPLATINE
GAVISCON NOURRISSON;ALGINATE DE SODIUM / BICARBONATE DE SODIUM NOURRISSON
CUTACNYL;PEROXYDE DE BENZOYLE
EOSINE AQUEUSE;EOSINE
DICLOMAX;DICLOFENAC
FONZYLANE;BUFLOMEDIL
ESAC 40 MG;ESOMEPRAZOLE
ESAC 40 MG;ESOMEPRAZOLE
ESTRACYT;ESTRAMUSTINE
FONGICAN 150 MG;FLUCONAZOLE
ALER Z;CETIRIZINE
DOPEZIL RANBAXY;DONEPEZIL
REDLIP;SIMVASTATINE
REDLIP;SIMVASTATINE
DOLMAX F.T. 125;PARACETAMOL
LEPONEX;CLOZAPINE
MACROMAX;AZITHROMYCINE
MACROMAX;AZITHROMYCINE
RENITEC;ENALAPRIL
RETACNYL;TRETINOINE
RHINATHIOL ADULTES EXPECTORANT;CARBOCYSTEINE
PIMAFUCORT;NATAMYCINE / NEOMYCINE
SPASMOPAN;N-BUTYL HYOSCINE
GLIMEWIN;GLIMEPIRIDE
GLIMEWIN;GLIMEPIRIDE
CARDINOR;CARVEDILOL
CARDINOR;CARVEDILOL
ALFAPROXINE;CIPROFLOXACINE
ALFAPROXINE;CIPROFLOXACINE
FLOXAPEN;FLUCLOXACILLINE
PRINCI-B FORT;PYRIDOXINE (VITAMINE B6) / THIAMINE (VITAMINE B1)
BETADINE TULLE;POLYVIDONE IODEE
SPASMAG;MAGNESIUM SULFATE / LEVURE CEREVISIAE
FINASTERIDE GT 5MG;FINASTERIDE
TERBINAFINE GT;TERBINAFINE
TERBINAFINE GT;TERBINAFINE
DRAMAMINE;DIMENHYDRINATE
VOMISTOP 0.1 %;METOCLOPRAMIDE
AUREOMYCINE 3%;CHLORTETRACYCLINE
ELUDRIL;CHLORHEXIDINE / CHLORBUTANOL
DETENSIEL;BISOPROLOL
BRONCHOKOD;CARBOCYSTEINE
HEMOPUR B1;CONCENTRE POUR HEMODIALYSE
LIPISTAT;SIMVASTATINE
LIPISTAT;SIMVASTATINE
THIAM 250 MG/5ML;THIAMPHENICOL
THIAM 250 MG/5ML;THIAMPHENICOL
STAGID;METFORMINE
TRINOMYC;FLUCONAZOLE
TOPIRAMATE GT 50 MG;TOPIRAMATE
BIOTONE;TEINTURE DE KOLA / ACIDE PHOSPHORIQUE
CIVASTINE;SIMVASTATINE
AMUCHUN 5;CHLOROXYDANT / ELECTROLYTIQUE
OLICLINOMEL N7-1000E;ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES
OLICLINOMEL N7-1000E;ACIDES AMINES / HUILES DOLIVE ET SOJA RAFFINES
DIPICOR;AMLODIPINE
FURADANTINE;NITROFURANTOINE
ULCIDINE;FAMOTIDINE
FENOGAL;FENOFIBRATE
NIFARM;NIFEDIPINE
NAVELBINE;VINORELBINE
BONEFOS 800 MG;CLODRONATE DISODIQUE
ACTEMRA 80MG/4ML;TOCILIZUMAB
DICLOMAX;DICLOFENAC
ACULAR;KETOROLAC
PROGESTOGEL;PROGESTERONE
GLUCOSE 5% SOTHEMA;GLUCOSE
ARTELAC;HYPROMELLOSE
ONGECIN;GEMCITABINE
ATENOR;ATENOLOL
CHRONO-INDOCID;INDOMETACINE
PEGASYS;INTERFERON ALFA-2A PEGYLE
COLLUXID;CHLORHEXIDINE / BENZALKONIUM
PREDNI 20;PREDNISOLONE
OSPAMOX;AMOXICILLINE
RIACEN;PIROXICAM
REQUIP 0.25 MG;ROPINIROLE
FLOXAM;FLUCLOXACILLINE
VISCERALGINE;TIEMONIUM
METHERGIN;METHYLERGOMETRINE
AMOXICILLINE LLORENTE;AMOXICILLINE
DICLOFENAC WIN 50 MG;DICLOFENAC
CODOLIPRANE;PARACETAMOL / CODEINE
PROFENID LP;KETOPROFENE
SELSUN;SULFURE DE SELENIUM
SUPRADYNE SANS SUCRE;MULTIVITAMINES ET MINERAUX
SUPRADYNE SANS SUCRE;MULTIVITAMINES ET MINERAUX
RILUTEK 50MG;RILUZOLE
TRIVASTAL;PIRIBEDIL
TETRACYCLINE LAPROPHAN;TETRACYCLINE
OKA-VINBLASTIN;VINBLASTINE
HUMALOG;INSULINE HUMAINE
TENORMINE;ATENOLOL
FLOXIL;FLUCLOXACILLINE
METHOTREXATE BIODIM;METHOTREXATE
MEFSAL;MELOXICAM
ESTROFEM;ESTRADIOL
MARVIL;OLANZAPINE
MARVIL;OLANZAPINE
BACTRIM;SULFAMETHOXAZOLE / TRIMETHOPRIME
LOSARTAN GT;LOSARTAN
MEDIVEINE;DIOSMINE
OEDES;OMEPRAZOLE
BONDRONAT 6MG/6ML;ACIDE IBANDRONIQUE
BONDRONAT 6MG/6ML;ACIDE IBANDRONIQUE
PARANTAL;PARACETAMOL
CLARADOL PLUS;PARACETAMOL / PROPYPHENAZONE
GEPRID;GLIMEPIRIDE
GEPRID;GLIMEPIRIDE
CELLUVISC;CARMELLOSE
BAITANET D;POLYVIDONE IODEE
EXACYL;ACIDE TRANEXAMIQUE
FEMARA;LETROZOLE
CURAM;AMOXICILLINE / ACIDE CLAVULANIQUE
CATAFLAM;DICLOFENAC
METEOSPASMYL;ALVERINE / SIMETHICONE
REMOX;PIROXICAM
RAMIPRIL/HYDROCHLOROTHIAZIDE GT 2.5 MG/12.5 MG;RAMIPRIL / HYDROCHLOROTHIAZIDE
DUPHASTON;DYDROGESTERONE
LEVITRA;VARDENAFIL
GONAL-F 75 UI;FOLLITROPINE ALFA
GONAL-F 75 UI;FOLLITROPINE ALFA
MYCOSTATINE;NYSTATINE
ACTEMRA 200MG/10ML;TOCILIZUMAB
OMEGEN;OMEPRAZOLE
FLUORESCEINE 10 % FAURE;FLUORESCEINE SODIQUE
ANTAGON H2;CIMETIDINE
LOXEN;NICARDIPINE
PROGOR;DILTIAZEM
COLTRAMYL;THIOCOLCHICOSIDE
INSPRA 25 MG;EPLERENONE
CHRONADALATE L.P;NIFEDIPINE
DOPEZIL RANBAXY;DONEPEZIL
OSMOSINE;HYDROXYDE DE MAGNESIUM
OSMOSINE;HYDROXYDE DE MAGNESIUM
FONZYLANE;BUFLOMEDIL
FONZYLANE;BUFLOMEDIL
APIDRA;INSULINE HUMAINE
SMECTA;DIOSMECTITE
THERMO-RHEUMON;ETOFENAMATE
TERALITHE;LITHIUM
MAXIDROL;DEXAMETHASONE / NEOMYCINE
METRONIDAZOLE MYLAN;METRONIDAZOLE
ARCOXIA;ETORICOXIB
NORMATENS 50MG;ATENOLOL
NORMATENS 50MG;ATENOLOL
KYTRIL;GRANISETRON
MICROPHYLLINE;THEOPHYLLINE
SILDENAFIL WIN 100 MG;SILDENAFIL
LIPISTAT;SIMVASTATINE
LIPISTAT;SIMVASTATINE
MINIRIN;DESMOPRESSINE
METRONIDAZOLE MYLAN;METRONIDAZOLE
NOVOSEVEN 240 KUI *;EPTACOG ALPHA ACTIVE ( R FVII)
CLAMOXYL;AMOXICILLINE
FLUCAZOL;FLUCONAZOLE
AXIMYCINE;AMOXICILLINE
ACIVIR;ACICLOVIR
ACLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
ASPEGIC AD;ACIDE ACETYLSALICYLIQUE
STARZOL;FLUCONAZOLE
DEXAMETHASONE MYLAN;DEXAMETHASONE
HALOTHANE;HALOTHANE
ULTIVA 5 MG;REMIFENTANIL
ULTIVA 5 MG;REMIFENTANIL
DUOVIR;LAMIVUDINE / ZIDOVUDINE
NEOMOX;AMOXICILLINE
PENICILLINE G SODIQUE PHARMA;BENZYLPENICILLINE
TOTAPEN;AMPICILLINE
CUSIMOLOL;TIMOLOL
CUSIMOLOL;TIMOLOL
MOPRAL;OMEPRAZOLE
SOLUPRED;PREDNISOLONE
AVANDAMET;ROSIGLITAZONE / METFORMINE
AVANDAMET;ROSIGLITAZONE / METFORMINE
STAPHYPEN;FLUCLOXACILLINE
GYNO CANESTEN;CLOTRIMAZOLE
FLUVIC ENFANT;CARBOCYSTEINE
ORACEFAL;CEFADROXIL
ZOTROL;ATENOLOL
RHINATHIOL PROMETHAZINE;CARBOCYSTEINE / PROMETHAZINE
MELOXAM 15 MG PROMOPHARM;MELOXICAM
NICOPASS 1.5 MG SANS SUCRE MENTHE FRAICHEUR;NICOTINE
NICOPASS 1.5 MG SANS SUCRE REGLISSE MENTHE;NICOTINE
STREPTOCID;AMOXICILLINE
STREPTOCID;AMOXICILLINE
ATROPINE PROMOPHARM 0,25 MG;ATROPINE
WELLBUTRIN XR 300 MG;BUPROPION
WELLBUTRIN XR 300 MG;BUPROPION
VIRECTIL 100 MG;SILDENAFIL
AMPICILLINE LLORENTE;AMPICILLINE
VASTAREL LM;TRIMETAZIDINE
INDOBIOTIC;INDOMETACINE / GENTAMICINE
MEZOR 20 MG;ESOMEPRAZOLE
INTRONA;INTERFERON ALFA-2B
DECADURABOLIN;NANDROLONE
ARGENT COLLOIDAL 5%;ARGENT COLLOIDAL
DIFLUCAN;FLUCONAZOLE
ENCIFER 100MG/5ML;FER
HYDRACORT;HYDROCORTISONE
VIRLIX;CETIRIZINE
TELEBRIX GASTRO;IOXITALAMATE DE MEGLUMINE
EFICAL;CALCIUM
CHLORURE DE SODIUM 0.9%;CHLORURE DE SODIUM
TRINORDIOL;LEVONORGESTREL / ETHINYLESTRADIOL
STRATTERA 18 MG;ATOMOXETINE
RADIOSELECTAN URINAIRE ET VASCULAIRE;AMIDOTRIZOATE DE MEGLUMINE ET DE SODIUM
RANITIL;RANITIDINE
ANGLOR;AMLODIPINE
EPIVIR;LAMIVUDINE
ROTARIX;ROTAVIRUS HUMAIN, SOUCHE RIX4414
ROTARIX;ROTAVIRUS HUMAIN, SOUCHE RIX4414
ANDRAXAN;FLUTAMIDE
NASONEX;MOMETASONE
BERTOCIL;BETAXOLOL
BETOPTIC;BETAXOLOL
BI-ALGAN;PARACETAMOL / DEXTROPROPOXYPHENE
ZOLTAN 50 MG;SILDENAFIL
EUSAPRIM FORT;SULFAMETHOXAZOLE / TRIMETHOPRIME
GARDENAL;PHENOBARBITAL
PIROCAM SOTHEMA 20 MG/ML;PIROXICAM
PIROCAM SOTHEMA 20 MG/ML;PIROXICAM
FUNGILYSE;ECONAZOLE
BUSCOPAN;N-BUTYL HYOSCINE
AERRANE;ISOFLURANE
AERRANE;ISOFLURANE
EPREX 10000 UI/ML;EPOETINE ALFA
INFANRIX IPV / HIB;VACCIN D.T.COQ.P.HIB
FELDENE;PIROXICAM
ZYRDOL;METRONIDAZOLE
SARGENOR;ASPARTATE D'ARGININE
CAPD/DPCA 2;CONCENTRE POUR DIALYSE PERITONEALE
STADIAR;LOPERAMIDE
CHRONADALATE L.P;NIFEDIPINE
OROTREX;ISOTRETINOINE
IRINOTECAN;IRINOTECAN
MILIPREL;GLIMEPIRIDE
SERETIDE 125;FLUTICASONE / SALMETEROL
ALTEC;RAMIPRIL
VIDAZA 25 MG/ML;AZACITIDINE
ACEPRIL PLUS;PERINDOPRIL / INDAPAMIDE
ACEPRIL PLUS;PERINDOPRIL / INDAPAMIDE
AVASTIN;BEVACIZUMAB
ULTRA-LEVURE 250MG;SACCHAROMYCES BOULARDII
GENTOSYL;GENTAMICINE
GIROFLOX;CIPROFLOXACINE
GIROFLOX;CIPROFLOXACINE
PROGAST;OMEPRAZOLE
XENETIX 350;IOBITRIDOL
AGREAL;VERALIPRIDE
MARCAINE 0,25 %;BUPIVACAINE
GEMCITABINE HOSPIRA 1 G;GEMCITABINE
METRONIDAZOLE BIEFFE MEDITAL;METRONIDAZOLE
DILATOR;SALBUTAMOL
DILATOR;SALBUTAMOL
TEGRETOL LP;CARBAMAZEPINE
CISPLATINE EBEWE;CISPLATINE
RHEUMON;ETOFENAMATE
SEGLOR;DIHYDROERGOTAMINE
FIBROCARD LP;VERAPAMIL
VASOBRAL;DIHYDROERGOCRYPTINE
BETNEVAL NEOMYCINE;BETAMETHASONE / NEOMYCINE
TIMOLOL-POS;TIMOLOL
LOXEN *;NICARDIPINE
AMBATROL;NIFUROXAZIDE
LYSANXIA;PRAZEPAM
APROVEL;IRBESARTAN
DIALYSE PERITONEALE BIEFFE FORMULE 91;CONCENTRE POUR DIALYSE PERITONEALE
LEDERFOLINE;FOLINATE DE CALCIUM
ANGIMOLE 75 MG;DIPYRIDAMOL
BIOTIC PLUS;AMOXICILLINE / ACIDE CLAVULANIQUE
ZOVIRAX;ACICLOVIR
GENTAGAM 40;GENTAMICINE
PENAMOX;AMOXICILLINE
AVANDIA;ROSIGLITAZONE
COQUELUSEDAL PARACETAMOL ENF;GELSEMIUM / GRINDELIA / PARACETAMOL
CHLORURE DE SODIUM 0.9%;CHLORURE DE SODIUM
PHARMAFLAM;DICLOFENAC
NALGESIC;FENOPROFENE
S-CITAP 10 MG;ESCITALOPRAM
CICLOVIRAL;ACICLOVIR
TIMOPTOL;TIMOLOL
MYCOSTATINE;NYSTATINE
INDUCTAN;TRIMEBUTINE
ZAMOX;AMOXICILLINE / ACIDE CLAVULANIQUE
AZANTAX;PACLITAXEL
CLARTEC;LORATADINE
HYDREA;HYDROXYCARBAMIDE
DHE;DIHYDROERGOTAMINE
ULTRA-LEVURE 250MG;SACCHAROMYCES BOULARDII
MIOCAMEN;MIOCAMYCINE
PROGRAF;TACROLIMUS
PROGRAF;TACROLIMUS
MALANIL 250 MG/100 MG;ATOVAQUONE / CHLORHYDRATE DE PROGUANIL
MALANIL 250 MG/100 MG;ATOVAQUONE / CHLORHYDRATE DE PROGUANIL
FLEXEN IV;KETOPROFENE
VALSARTAN WIN 80 MG;VALSARTAN
BI-TILDIEM LP;DILTIAZEM
BI-TILDIEM LP;DILTIAZEM
ZOLAM;LANSOPRAZOLE
ZOLAM;LANSOPRAZOLE
TELEBRIX 35;IOXITALAMATE DE MEGLUMINE / IOXITALAMATE DE SODIUM
XENID;DICLOFENAC
CO-TRIM FORT;SULFAMETHOXAZOLE / TRIMETHOPRIME
DOLIPRANE;PARACETAMOL
DICLOMAX;DICLOFENAC
TELEBRIX HYSTERO;IOXITALAMATE DE METHYLGLUCAMINE
CIVASTINE;SIMVASTATINE
DAIVONEX;CALCIPOTRIOL
NOVORAPID FLEXPEN;INSULINE HUMAINE
VITAIR;SALBUTAMOL
AXIMYCINE;AMOXICILLINE
GASTROLIBER;LANSOPRAZOLE
GENTAL;GENTAMICINE
TELEBRIX 30 MEGLUMINE;IOXITALAMATE DE MEGLUMINE
CATALGINE ENFANTS ET NOURRISSONS;ACIDE ACETYLSALICYLIQUE
BOURGET INOSITOL;CORBONATE MONOSODIQUE / SULFATE DE SODIUM
TOTIFEN;KETOTIFENE
LEVEMIR FLEXPEN;INSULINE HUMAINE
PRUREX;CROTAMITON
VFEND;VORICONAZOLE
EXODERIL;NAFTIFINE
WELLBUTRIN XR 150 MG;BUPROPION
WELLBUTRIN XR 150 MG;BUPROPION
FLOTEC;FLUTICASONE
FLOTEC;FLUTICASONE
AMAREL;GLIMEPIRIDE
OSPAMOX;AMOXICILLINE
PREDNISOLONE WIN;PREDNISOLONE
PREDNISOLONE WIN;PREDNISOLONE
PROGAST;OMEPRAZOLE
UROBACID;NORFLOXACINE
NICOPATCH;NICOTINE
BECONASE;BECLOMETASONE
ACNO 20 MG;ISOTRETINOINE
HICONCIL;AMOXICILLINE
PYOCIADIM;CEFTAZIDIME
JANUMET;SITAGLIPTINE / METFORMINE
MELOXAM 7.5 MG PROMOPHARM;MELOXICAM
AMIKACINE MYLAN;AMIKACINE
LOMET;LANSOPRAZOLE
NOVANTRONE;MITOXANTRONE
AZIX 900 MG;AZITHROMYCINE
OSMOLAX;LACTULOSE
BACTOX;AMOXICILLINE
FLECAINE;FLECAINIDE
TRISULFA;SULFAMETHOXAZOLE / TRIMETHOPRIME
BARALGIN M AD;METAMIZOLE
CLOBEX 500  G;PROPIONATE DE CLOBETASOL
HIBOR 3500 UI ANTI XA;BEMIPARINE
XALGIX;PARACETAMOL / DEXTROPROPOXYPHENE
S-CORT 20 MG;PREDNISOLONE
NIBIOL;NITROXOLINE
NORACIN;NORFLOXACINE
REMOX;PIROXICAM
OXALIPLATINE WIN 5 MG/ML;OXALIPLATINE
RANITIL;RANITIDINE
AXIMYCINE;AMOXICILLINE
LESCOL;FLUVASTATINE
EXFORGE 10 MG/160 MG;AMLODIPINE / VALSARTAN
EXFORGE 10 MG/160 MG;AMLODIPINE / VALSARTAN
COLIMYCINE;COLISTINE
ACLAV;AMOXICILLINE / ACIDE CLAVULANIQUE
PERMIXON;EXTRAIT LIPIDOSTEROLIQUE DE SERENOA REPENS
SPECTRUM;CIPROFLOXACINE
SPECTRUM;CIPROFLOXACINE
FLIXOTIDE;FLUTICASONE
OTORALGYL;LIDOCAINE / PHENYLEPHRINE
ZAICA NE 2 % NORADRENALINE;LIDOCAINE
VOGALENE;METOPIMAZINE
GONAL-F300;FOLLITROPINE ALFA
GONAL-F300;FOLLITROPINE ALFA
CELEBREX;CELECOXIB
EUMOXOL 0.3%;AMBROXOL
ELOXATINE 5 MG/ML;OXALIPLATINE
MICROPAKINE LP 750 MG;VALPROATE DE SODIUM
MICROPAKINE LP 750 MG;VALPROATE DE SODIUM
NO-DOL CODEINE 500MG/30MG;PARACETAMOL / CODEINE
NO-DOL CODEINE 500MG/30MG;PARACETAMOL / CODEINE
XYLATIN 50;OXALIPLATINE
GLIPHARM;GLIBENCLAMIDE
ACIDE SLF283;CONCENTRE POUR HEMODIALYSE
PANFUREX;NIFUROXAZIDE
SIMVASTATINE GT;SIMVASTATINE
SIMVASTATINE GT;SIMVASTATINE
CIDERMEX;TRIAMCINOLONE / NEOMYCINE
ULTRALAN;FLUOCORTOLONE
VOGASET;ONDANSETRON
VALIUM;DIAZEPAM
GALVUS MET 50MG/850MG;VILDAGLIPTINE / METFORMINE
ZOLAM;LANSOPRAZOLE
JASMINE;DROSPIRENONE / ETHINYLESTRADIOL
JASMINE;DROSPIRENONE / ETHINYLESTRADIOL
BACTRIM FORT;SULFAMETHOXAZOLE / TRIMETHOPRIME
CO-VALSARTAN WIN 80MG/12.5MG;VALSARTAN / HYDROCHLOROTHIAZIDE
EPIDUO GEL;ADAPALENE / PEROXYDE DE BENZOYLE
ARANESP 30  G;DARBEPOETIN ALFA
ARANESP 30  G;DARBEPOETIN ALFA
FLUMAX 4000 UI ANTI-XA/0.4ML;ENOXAPARINE
BETOPTIC;BETAXOLOL
LOVENOX;ENOXAPARINE
LIDOCAINE 5% LAPROPHAN NAPHAZOLINE;LIDOCAINE / NAPHAZOLINE
FERO-GRAD FOLIC;SULFATE FERREUX / ACIDE FOLIQUE
FERO-GRAD FOLIC;SULFATE FERREUX / ACIDE FOLIQUE
GLUCOSE 10% LAPROPHAN;GLUCOSE
LAMISIL;TERBINAFINE
PERFALGAN 10 MG/ML NOURRISSONS ET ENFANT;PARACETAMOL
CLAMOXYL;AMOXICILLINE
CHEMOSET;ONDANSETRON
BETASTENE 0.05 %;BETAMETHASONE
BRONCOTEC;FORMOTEROL
ZYRTEC;CETIRIZINE
FELDENE;PIROXICAM
TRIMOX FORT;SULFAMETHOXAZOLE / TRIMETHOPRIME
PROGOR;DILTIAZEM
ONIFINE 1%;TERBINAFINE
HAVRIX;VACCIN ANTI-HEPATITE A
ZINNAT;CEFUROXIME
NITRODERM TTS 10;TRINITRINE
LARGACTIL;CHLORPROMAZINE
AZIMAX;AZITHROMYCINE
TRESORIX;CYPROHEPTADINE / VITAMINES
ASTAPH;FLUCLOXACILLINE
SIFROL 0.26 MG;PRAMIPEXOLE
SOUFRANE 2 %;THIOPHENE CARBOXYLATE DE SODIUM
VFEND;VORICONAZOLE
SAIZEN CLICKEAZY;SOMATROPINE
SAIZEN CLICKEAZY;SOMATROPINE
EQUANIL;MEPROBAMATE
FLUCONAZOLE GT;FLUCONAZOLE
PHARMAFLAM;DICLOFENAC
PRASTENOR 40MG;PRAVASTATINE
VENTOLINE;SALBUTAMOL
VINCRISTINE COOPER;VINCRISTINE
VINCRISTINE COOPER;VINCRISTINE
COMBANTRIN;PYRANTEL
GEPRID;GLIMEPIRIDE
GEPRID;GLIMEPIRIDE
ANTI-HEMORRO DAIRE POMMADE;HYDROCORTISONE / CINCHOCAINE CHLORHYDRATE
CYCLO 3;EXTRAIT SEC DE RUSCUS ACULEATUS / EXTRAIT FLUIDE DE MELILOT
GRAN 34 MUI;LENOGRASTIM
TOPIRAMATE GT 100 MG;TOPIRAMATE
STADIAR;LOPERAMIDE
VIDEX;DIDANOSINE
URBANYL;CLOBAZAM
STARMOX;AMOXICILLINE
ANGIMOLE 75 MG;DIPYRIDAMOL
CORALAN;IVABRADINE
HYZAAR;LOSARTAN / HYDROCHLOROTHIAZIDE
MALTOFER;FER
ZINACEF;CEFUROXIME
AUGMENTIN;AMOXICILLINE / ACIDE CLAVULANIQUE
MIFLASONE;BECLOMETASONE
SUPPOSEDAL PARACETAMOL ADULTE;PARACETAMOL / NIAOULI / GRINDELIA / GELSEMIUM
ACNO 30 MG;ISOTRETINOINE
ACNO 30 MG;ISOTRETINOINE
CLAMOXYL;AMOXICILLINE
ARANESP 80  G;DARBEPOETIN ALFA
TRIFENE;IBUPROFENE
DEFLAZACORTE GT 6 MG;DEFLAZACORT
ZOTROL;ATENOLOL
AXIMYCINE;AMOXICILLINE
DOLIPRANE;PARACETAMOL
LACRYVISC;CARBOMERE 974 P
CETAXON;CEFOTAXIME
CETAXON;CEFOTAXIME
